HeatVaporization_difference,BoilingT_difference,GSestFCClatcnt_difference,ThermalExpansionCoefficient_difference,GSestBCClatcnt_difference,ElectronAffinity_difference,MeltingT_difference,BoilingT_composition_average,NpUnfilled_arithmetic_average,HHIr_composition_average,ThermalConductivity_difference,MendeleevNumber_difference,BCCfermi_arithmetic_average,ThirdIonizationEnergy_composition_average,Density_difference,ThermalExpansionCoefficient_arithmetic_average,ThirdIonizationEnergy_arithmetic_average,HeatVaporization_composition_average,phi_composition_average,SpecificHeatCapacity_composition_average,HHIr_min_value,IonicRadii_composition_average,HeatCapacityMolar_composition_average,ThermalExpansionCoefficient_composition_average,NValance_composition_average
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2047.75,0.0,960.0,383.8,56.0,3.8990948466666655,63.35245,7182.0,17.533333333333335,45.831,197.395,3.675,0.78925,500.0,0.7525,24.92785,21.375,4.35
375.5,1968.0,2.233157815,10.8,1.7724585329999996,122.3,2024.0,3607.34,1.5,2276.0,120.8,65.0,7.538885691666666,33.028130000000004,8020.0,6.416666666666667,32.518,446.925,5.0329,0.49178,500.0,0.4978,21.392270000000003,7.729,6.419999999999999
181.67,1124.0,1.6557886009999998,23.1,1.3142002840000004,25.0,834.53,2479.8,1.6666666666666667,2495.0,223.7,50.0,5.720458823333333,26.6944,6200.0,12.033333333333331,28.456666666666667,252.7565,3.83,0.41755,1000.0,0.8590000000000001,27.259,8.375,6.95
39.36999999999999,577.0,1.5037990549999996,7.899999999999999,1.1935661000000004,0.0,422.3200000000001,1337.596,0.0,935.2,84.0,62.0,3.632317416666667,67.556072,5590.0,25.766666666666666,56.92433333333334,125.9278,3.5702000000000007,0.8282440000000001,500.0,0.7421599999999999,25.072228000000003,26.0972,4.68
290.0,1509.0,1.071030477,13.9,0.8500774529999999,113.6,770.23,3480.43,0.8,1649.0,379.1,35.0,5.318629698,32.05955,6590.0,9.36,31.1946,380.296,4.188,0.4266399999999999,1000.0,0.6946,24.8317,12.318,7.77
108.76999999999998,945.0,1.8286344010000004,17.900000000000002,1.451388086,66.0,794.53,3390.55,1.6666666666666667,2255.0,223.5,60.0,6.878272860000001,24.691450000000003,6208.0,13.9,27.597,367.9635,3.8335,0.4183,1000.0,0.911,26.1745,11.315,4.4
108.76999999999998,945.0,1.8286344010000004,17.900000000000002,1.451388086,66.0,794.53,3390.55,1.6666666666666667,2255.0,223.5,60.0,6.878272860000001,24.691450000000003,6208.0,13.9,27.597,367.9635,3.8335,0.4183,1000.0,0.911,26.1745,11.315,4.4
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2047.75,0.0,960.0,383.8,56.0,3.8990948466666655,63.35245,7182.0,17.533333333333335,45.831,197.395,3.675,0.78925,500.0,0.7525,24.92785,21.375,4.35
375.5,1968.0,2.233157815,12.0,1.7724585329999996,122.3,2055.0,3611.96,1.2857142857142856,2367.0,120.8,65.0,7.339104127142857,33.227560000000004,8020.0,7.357142857142858,32.65828571428571,448.591,5.0448,0.48982,500.0,0.5048,21.371970000000005,7.813,6.489999999999999
375.5,1968.0,2.233157815,12.0,1.7724585329999996,122.3,2055.0,3573.819,1.2857142857142856,2292.3,120.8,65.0,7.339104127142857,33.256622,8020.0,7.357142857142858,32.65828571428571,444.4124,5.052060000000001,0.4841619999999999,500.0,0.50735,21.544786,8.002500000000001,6.597000000000001
375.5,1968.0,2.233157815,10.8,1.7724585329999996,122.3,2024.0,3607.34,1.5,2276.0,120.8,65.0,7.538885691666666,33.028130000000004,8020.0,6.416666666666667,32.518,446.925,5.0329,0.49178,500.0,0.4978,21.392270000000003,7.729,6.419999999999999
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2047.75,0.0,960.0,383.8,56.0,3.8990948466666655,63.35245,7182.0,17.533333333333335,45.831,197.395,3.675,0.78925,500.0,0.7525,24.92785,21.375,4.35
702.6,4358.5,1.6604478040000004,126.0,1.317898295,98.3,3520.09,2982.525,2.4285714285714284,2116.0,137.765,34.0,8.002708087142857,31.731705,8457.0,24.84285714285714,33.63971428571428,341.5279,5.034649999999999,0.521055,500.0,0.4745,23.272615,24.4535,7.205
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2047.75,0.0,960.0,383.8,56.0,3.8990948466666655,63.35245,7182.0,17.533333333333335,45.831,197.395,3.675,0.78925,500.0,0.7525,24.92785,21.375,4.35
380.9,2682.5,0.948241969,115.2,0.7526201490000002,58.3,1510.75,2685.1000000000004,1.0,4820.0,400.765,21.0,6.5445346833333335,33.94,10200.0,51.766666666666666,33.31333333333333,280.0,5.07,0.4054,1500.0,0.582,24.9328,36.72,9.4
370.27,2084.0,1.0053491700000006,17.200000000000003,0.7979461649999999,7.299999999999997,1572.53,4072.14,1.25,2045.0,378.0,28.0,5.49281905,28.31054,10610.0,14.725,30.941750000000003,501.49950000000007,3.99,0.315,1000.0,0.7602,25.2022,11.307,13.84
360.5700000000001,1676.0,0.9892583919999997,10.8,0.785174906,98.3,1148.23,3700.0,0.0,1840.0,379.1,21.0,4.0789029675,31.7771,8803.0,9.175,27.65775,407.027,4.1,0.3529,1500.0,0.7499999999999999,24.815,12.49,9.6
495.4,3719.5,1.4247328440000002,122.3,1.1308112070000005,87.0,2030.7,2861.87,2.0,1994.0,90.465,28.0,7.9686920175,32.8294,7085.0,39.225,33.48275,323.004,5.147,0.52642,1400.0,0.5336000000000001,24.46858,28.142000000000003,8.08
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3828.8,0.0,1950.0,379.1,21.0,3.860980433333333,30.3601,4413.0,10.266666666666667,29.103666666666665,428.97,3.985,0.356,1500.0,0.762,24.87,11.39,7.5
15.800000000000011,50.0,0.4068022639999999,1.5999999999999996,0.3228791709999998,51.0,100.04999999999995,3213.5,0.0,5075.0,18.90000000000001,1.0,5.141390845,33.938,3115.0,12.6,34.05,386.19,5.3375,0.3339999999999999,1500.0,0.6625000000000001,26.0205,12.52,10.0
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
142.67000000000002,801.0,0.802417701,16.299999999999997,0.6368793520000002,162.74,593.1199999999999,3119.562,0.8,1317.5,357.2,16.0,5.9075319,18.039506,16970.0,12.799999999999995,27.6164,321.15275,4.85125,0.298922,1000.0,0.7332199999999999,24.27934,13.131199999999998,16.696
92.8,63.0,0.802417701,13.9,0.6368793520000002,73.6,470.28,3223.445,1.3333333333333333,6455.0,329.2,16.0,6.493381186666666,33.25673,9693.0,10.3,34.41733333333333,382.0725,5.26625,0.3277,1000.0,0.5827,24.89925,10.564,9.07
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2047.75,0.0,960.0,383.8,56.0,3.8990948466666655,63.35245,7182.0,17.533333333333335,45.831,197.395,3.675,0.78925,500.0,0.7525,24.92785,21.375,4.35
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4094.2105263157896,1.0,2484.2105263157896,378.3,29.0,5.330729092,26.913894736842103,9323.0,14.1,31.273399999999995,491.5736842105263,3.8842105263157896,0.3673157894736842,1000.0,0.7726315789473683,25.16263157894737,9.963157894736842,5.631578947368421
181.67,1124.0,1.6557886009999998,23.1,1.3142002840000004,94.3,877.53,2478.2,1.0,2580.0,387.7,50.0,5.598321919999999,26.8301,6220.0,12.88,30.570200000000003,250.028,3.8205,0.3355,1000.0,0.8910000000000001,27.5975,6.265,7.8
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3917.276,1.25,2001.5,378.3,29.0,5.36666407,27.929171,6220.0,14.675,30.85925,461.8589,3.9692500000000006,0.419315,1000.0,0.7525299999999999,25.08408,11.4798,5.866
39.36999999999999,577.0,1.5037990549999996,7.899999999999999,1.1935661000000004,0.0,422.3200000000001,1327.8000000000002,0.0,970.0,84.0,62.0,3.632317416666667,66.55495,5590.0,25.766666666666666,56.92433333333334,125.2635,3.6,0.81175,500.0,0.74,25.0783,26.295,5.0
92.8,63.0,0.802417701,13.9,0.6368793520000002,73.6,470.28,3223.13,1.3333333333333333,6420.0,329.2,16.0,6.493381186666666,33.25954,9693.0,10.3,34.41733333333333,381.901,5.262500000000001,0.32998,1000.0,0.5808,24.8693,10.518,9.04
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3708.65,0.0,1865.0,379.1,21.0,3.860980433333333,31.631575,4413.0,10.266666666666667,29.103666666666665,404.1025,4.07625,0.360575,1500.0,0.75675,24.7855,12.3975,8.2
65.82,581.0,1.6818570449999997,16.200000000000003,1.334890821,26.0,877.53,3209.0,1.6666666666666667,2340.0,220.5,54.0,5.88732723,25.0652,5174.0,13.933333333333334,27.058000000000003,298.26800000000003,3.74,0.3838,1000.0,0.992,26.33,11.12,5.800000000000001
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3680.6,0.0,1840.0,379.1,21.0,3.860980433333333,31.7441,4413.0,10.266666666666667,29.103666666666665,399.97,4.085,0.3667,1500.0,0.7509999999999999,24.778,12.47,8.2
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4048.8,1.0,2435.0,378.3,29.0,5.330729092,27.326699999999995,9323.0,14.1,31.273399999999995,485.87,3.95,0.37115,1000.0,0.7685,25.208,10.135,5.85
231.5,1509.0,1.071030477,10.8,0.8500774529999999,113.6,441.0,3544.3900000000003,1.0,1711.0,126.1,35.0,5.5536021975,31.42146,6578.0,7.575,29.78575,426.807,4.601,0.4362399999999999,1000.0,0.6857,25.4624,10.552,7.54
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3856.85,0.0,1975.0,379.1,21.0,3.860980433333333,30.247575,4413.0,10.266666666666667,29.103666666666665,433.1025,3.97625,0.349875,1500.0,0.7677499999999999,24.8775,11.3175,7.5
380.9,2682.5,0.948241969,115.2,0.7526201490000002,58.3,1510.75,2685.1000000000004,1.0,4820.0,400.765,21.0,6.5445346833333335,33.94,10200.0,51.766666666666666,33.31333333333333,280.0,5.07,0.4054,1500.0,0.582,24.9328,36.72,9.4
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3941.0,0.0,2050.0,378.3,20.0,4.303395175,29.91,2409.0,11.1,29.91,445.5,3.95,0.3315,1500.0,0.7849999999999999,24.9,11.1,7.5
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3941.0,0.0,2050.0,378.3,20.0,4.303395175,29.91,2409.0,11.1,29.91,445.5,3.95,0.3315,1500.0,0.7849999999999999,24.9,11.1,7.5
290.0,1496.0,1.071030477,10.8,0.8500774529999999,98.3,770.23,3484.3,0.0,1655.0,379.1,21.0,4.1696834525,31.99954,4413.0,11.05,30.62025,380.958,4.178999999999999,0.42487,1500.0,0.6980999999999999,24.8824,12.378,7.77
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3941.0,0.0,2050.0,378.3,20.0,4.303395175,29.91,2409.0,11.1,29.91,445.5,3.95,0.3315,1500.0,0.7849999999999999,24.9,11.1,7.5
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3941.0,0.0,2050.0,378.3,20.0,4.303395175,29.91,2409.0,11.1,29.91,445.5,3.95,0.3315,1500.0,0.7849999999999999,24.9,11.1,7.5
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3941.0,0.0,2050.0,378.3,20.0,4.303395175,29.91,2409.0,11.1,29.91,445.5,3.95,0.3315,1500.0,0.7849999999999999,24.9,11.1,7.5
290.0,1496.0,1.071030477,10.8,0.8500774529999999,98.3,770.23,3484.3,0.0,1655.0,379.1,21.0,4.1696834525,31.99954,4413.0,11.05,30.62025,380.958,4.178999999999999,0.42487,1500.0,0.6980999999999999,24.8824,12.378,7.77
340.6,1883.0,1.278908576,10.4,1.0150704100000003,109.6,1063.0,3448.8880000000004,1.8,2166.4,121.0,31.0,7.533550376,32.781008,6570.0,7.880000000000001,32.122600000000006,400.828,5.00376,0.556408,1000.0,0.5070400000000002,22.060704000000005,10.1608,7.016000000000001
290.0,1496.0,1.071030477,10.8,0.8500774529999999,98.3,770.23,3484.3,0.0,1655.0,379.1,21.0,4.1696834525,31.99954,4413.0,11.05,30.62025,380.958,4.178999999999999,0.42487,1500.0,0.6980999999999999,24.8824,12.378,7.77
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,58.3,1510.75,2737.35,0.75,4878.0,400.765,22.0,6.18234914,33.829,10200.0,42.175,33.7775,295.31800000000004,5.143000000000001,0.4008,1500.0,0.5873999999999999,25.13892,34.106,9.4
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,58.3,1510.75,2737.35,0.75,4878.0,400.765,22.0,6.18234914,33.829,10200.0,42.175,33.7775,295.31800000000004,5.143000000000001,0.4008,1500.0,0.5873999999999999,25.13892,34.106,9.4
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,66.0,1194.53,4141.84,1.6666666666666667,2186.0,214.3,29.0,5.695972193333334,26.59336,6208.0,14.066666666666668,28.869,511.144,3.965,0.37092,1000.0,0.7769999999999999,25.4518,9.094,5.48
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3973.6,1.25,2055.0,378.3,29.0,5.36666407,28.2967,6220.0,14.675,30.85925,462.88,3.9125,0.3806,1000.0,0.7694999999999999,25.003500000000003,11.065,6.3
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3973.6,1.25,2055.0,378.3,29.0,5.36666407,28.2967,6220.0,14.675,30.85925,462.88,3.9125,0.3806,1000.0,0.7694999999999999,25.003500000000003,11.065,6.3
184.11,2160.0,1.5044865450000002,26.8,1.194111762,348.3,663.0,1854.55,0.0,910.0,390.4,41.0,3.9545591,67.69525,7182.0,13.1,45.86933333333333,171.94600000000003,3.575,0.84635,500.0,0.7545,26.02075,20.875,4.15
299.7,1890.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1194.53,3867.98,1.6666666666666667,1982.0,378.3,29.0,5.45695459,29.738389999999995,6220.0,15.1,29.42233333333333,436.121,3.9625,0.37076,1000.0,0.7684,24.8556,11.886,7.15
249.9,2010.0,1.7270320679999998,17.9,1.3707462600000002,0.0,805.0,1928.6,0.0,960.0,139.5,49.0,4.20955425,65.3417,7170.0,15.033333333333337,45.79633333333334,193.188,3.774,0.8218000000000001,500.0,0.771,25.3673,20.73,4.0
249.9,2010.0,1.7270320679999998,17.9,1.3707462600000002,0.0,805.0,1928.6,0.0,960.0,139.5,49.0,4.20955425,65.3417,7170.0,15.033333333333337,45.79633333333334,193.188,3.774,0.8218000000000001,500.0,0.771,25.3673,20.73,4.0
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3628.133333333333,0.0,1817.7777777777776,378.3,20.0,4.303395175,32.83177777777777,2409.0,11.1,29.91,384.2777777777778,4.161111111111111,0.3540888888888889,1500.0,0.7617777777777778,24.705777777777776,13.38,8.977777777777778
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3733.52,0.0,1896.0,378.3,20.0,4.303395175,31.8476,2409.0,11.1,29.91,404.9,4.09,0.34648,1500.0,0.7696000000000001,24.7712,12.612,8.48
108.76999999999998,945.0,1.8286344010000004,17.900000000000002,1.451388086,73.3,794.53,3495.9,1.25,2486.0,387.5,60.0,6.25338957,23.83742,6220.0,14.55,29.90525,372.2282,3.6452,0.3343,1000.0,0.9832,26.3316,9.656,4.5
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,58.3,1510.75,2737.35,0.75,4878.0,400.765,22.0,6.18234914,33.829,10200.0,42.175,33.7775,295.31800000000004,5.143000000000001,0.4008,1500.0,0.5873999999999999,25.13892,34.106,9.4
108.76999999999998,945.0,1.8286344010000004,17.900000000000002,1.451388086,73.3,794.53,3495.9,1.25,2486.0,387.5,60.0,6.25338957,23.83742,6220.0,14.55,29.90525,372.2282,3.6452,0.3343,1000.0,0.9832,26.3316,9.656,4.5
86.69999999999999,731.0,1.5862586300000006,25.1,1.259014309,73.3,794.53,3351.6,1.25,2410.0,390.4,46.0,5.1592719575,26.1087,6220.0,12.75,30.2705,313.956,3.75,0.353,1000.0,0.899,32.133,5.749999999999999,9.5
92.8,63.0,0.802417701,13.9,0.6368793520000002,73.6,470.28,3223.090909090909,1.3333333333333333,6464.646464646466,329.2,16.0,6.493381186666666,33.189757575757575,9693.0,10.3,34.41733333333333,383.31414141414143,5.273232323232323,0.3326060606060605,1000.0,0.5745454545454545,24.828686868686862,10.317171717171716,8.949494949494948
92.8,63.0,0.802417701,13.9,0.6368793520000002,73.6,470.28,3224.165,1.3333333333333333,6585.0,329.2,16.0,6.493381186666666,33.178729999999995,9693.0,10.3,34.41733333333333,383.9285,5.286250000000001,0.3248799999999999,1000.0,0.5809000000000001,24.93005,10.47,9.05
92.8,63.0,0.802417701,13.9,0.6368793520000002,73.6,470.28,3224.165,1.3333333333333333,6585.0,329.2,16.0,6.493381186666666,33.178729999999995,9693.0,10.3,34.41733333333333,383.9285,5.286250000000001,0.3248799999999999,1000.0,0.5809000000000001,24.93005,10.47,9.05
495.26,3494.0,1.5146235360000002,20.7,1.202157498,73.6,2304.0,3479.2537612838505,1.625,2270.511534603811,166.18,29.0,8.3587573225,31.84739618856569,16990.0,7.0,30.218375,402.598335005015,4.949077231695085,0.5336208625877632,500.0,0.4978535606820461,21.83061183550652,8.411434302908726,6.6589769307923765
142.67000000000002,801.0,0.802417701,16.299999999999997,0.6368793520000002,162.74,593.1199999999999,3119.562,0.8,1317.5,357.2,16.0,5.9075319,18.039506,16970.0,12.799999999999995,27.6164,321.15275,4.85125,0.298922,1000.0,0.7332199999999999,24.27934,13.131199999999998,16.696
142.67000000000002,801.0,0.802417701,16.299999999999997,0.6368793520000002,162.74,593.1199999999999,3119.562,0.8,1317.5,357.2,16.0,5.9075319,18.039506,16970.0,12.799999999999995,27.6164,321.15275,4.85125,0.298922,1000.0,0.7332199999999999,24.27934,13.131199999999998,16.696
495.26,3494.0,1.5146235360000002,20.7,1.202157498,73.6,2304.0,3479.2537612838505,1.625,2270.511534603811,166.18,29.0,8.3587573225,31.84739618856569,16990.0,7.0,30.218375,402.598335005015,4.949077231695085,0.5336208625877632,500.0,0.4978535606820461,21.83061183550652,8.411434302908726,6.6589769307923765
65.82,581.0,1.6818570449999997,16.200000000000003,1.334890821,26.0,877.53,3267.1,1.6666666666666667,2550.0,220.5,54.0,5.88732723,24.4281,5174.0,13.933333333333334,27.058000000000003,297.55600000000004,3.6389999999999993,0.3128,1000.0,1.067,26.655,9.5,6.1000000000000005
108.76999999999998,945.0,1.8370269770000005,17.900000000000002,1.4580492780000005,111.0,865.53,2875.1449999999995,1.0,1167.5,223.5,61.0,6.001464552,28.455630000000003,6208.0,13.2,27.3622,303.89605,4.21755,0.82541,1000.0,0.5821000000000001,24.4729,21.5165,3.54
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,4000.28,0.0,2094.0,378.3,20.0,4.303395175,29.356399999999997,2409.0,11.1,29.91,457.1,3.91,0.32722,1500.0,0.7894,24.9368,10.668,7.22
102.5,826.0,1.6111166410000002,11.8,1.278744126,111.0,877.53,2876.26,1.0,1163.0,219.8,61.0,5.736772708,28.45267,6208.0,14.52,29.6576,304.10900000000004,4.2226,0.8226,1000.0,0.5787000000000001,24.4635,21.479000000000006,3.5700000000000003
142.67000000000002,801.0,0.802417701,16.299999999999997,0.6368793520000002,162.74,593.1199999999999,3119.562,0.8,1317.5,357.2,16.0,5.9075319,18.039506,16970.0,12.799999999999995,27.6164,321.15275,4.85125,0.298922,1000.0,0.7332199999999999,24.27934,13.131199999999998,16.696
108.76999999999998,945.0,1.8370269770000005,17.900000000000002,1.4580492780000005,111.0,865.53,2875.1449999999995,1.0,1167.5,223.5,61.0,6.001464552,28.455630000000003,6208.0,13.2,27.3622,303.89605,4.21755,0.82541,1000.0,0.5821000000000001,24.4729,21.5165,3.54
142.67000000000002,801.0,0.802417701,16.299999999999997,0.6368793520000002,162.74,593.1199999999999,3119.562,0.8,1317.5,357.2,16.0,5.9075319,18.039506,16970.0,12.799999999999995,27.6164,321.15275,4.85125,0.298922,1000.0,0.7332199999999999,24.27934,13.131199999999998,16.696
290.0,1496.0,1.071030477,10.8,0.8500774529999999,98.3,770.23,3590.0,0.0,1760.0,379.1,21.0,4.1696834525,32.00458,4413.0,11.05,30.62025,391.366,4.158,0.3898399999999999,1500.0,0.7302,24.8518,12.516,8.14
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3548.3,0.0,1700.0,379.1,21.0,3.860980433333333,31.48535,4413.0,10.266666666666667,29.103666666666665,387.645,4.0725,0.41725,1500.0,0.7045,24.795,12.115,7.5
495.4,3719.5,1.4247328440000002,122.3,1.1308112070000005,87.0,2030.7,2861.87,2.0,1994.0,90.465,28.0,7.9686920175,32.8294,7085.0,39.225,33.48275,323.004,5.147,0.52642,1400.0,0.5336000000000001,24.46858,28.142000000000003,8.08
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3733.52,0.0,1896.0,378.3,20.0,4.303395175,31.8476,2409.0,11.1,29.91,404.9,4.09,0.34648,1500.0,0.7696000000000001,24.7712,12.612,8.48
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,3934.0,0.0,2050.0,68.0,17.0,4.66192158,29.08,2397.0,9.55,29.08,484.0,4.325,0.361,1500.0,0.7649999999999999,25.715,9.55,7.0
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,4113.52,0.0,2182.0,68.0,17.0,4.66192158,27.6184,2397.0,9.55,29.08,509.56,4.115,0.34108,1500.0,0.7829999999999999,25.6298,8.626,6.279999999999999
184.11,2160.0,1.5044865450000002,26.8,1.194111762,348.3,663.0,1670.85,0.0,810.0,390.4,41.0,3.9545591,72.02655,7182.0,13.1,45.86933333333333,154.656,3.475,0.90985,500.0,0.7535,26.06365,21.705,3.25
184.11,2160.0,1.5044865450000002,26.8,1.194111762,348.3,663.0,1809.8636363636365,0.0,872.7272727272727,390.4,41.0,3.9545591,68.82686363636363,7182.0,13.1,45.86933333333333,167.91454545454545,3.5636363636363635,0.8621363636363637,500.0,0.7513636363636362,25.91604545454545,21.231818181818184,3.954545454545455
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,4162.979591836735,0.0,2218.3673469387754,68.0,17.0,4.66192158,27.215714285714284,2397.0,9.55,29.08,516.6020408163265,4.057142857142857,0.3355918367346939,1500.0,0.7879591836734694,25.606326530612243,8.371428571428572,6.081632653061224
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,4113.52,0.0,2182.0,68.0,17.0,4.66192158,27.6184,2397.0,9.55,29.08,509.56,4.115,0.34108,1500.0,0.7829999999999999,25.6298,8.626,6.279999999999999
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,4113.52,0.0,2182.0,68.0,17.0,4.66192158,27.6184,2397.0,9.55,29.08,509.56,4.115,0.34108,1500.0,0.7829999999999999,25.6298,8.626,6.279999999999999
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,4113.52,0.0,2182.0,68.0,17.0,4.66192158,27.6184,2397.0,9.55,29.08,509.56,4.115,0.34108,1500.0,0.7829999999999999,25.6298,8.626,6.279999999999999
213.0,1496.0,1.071030477,7.7,0.8500774529999999,61.0,400.0,4113.52,0.0,2182.0,68.0,17.0,4.66192158,27.6184,2397.0,9.55,29.08,509.56,4.115,0.34108,1500.0,0.7829999999999999,25.6298,8.626,6.279999999999999
86.69999999999999,841.0,1.8449357070000003,17.900000000000002,1.4643264410000003,66.0,794.53,2861.1000000000004,1.6666666666666667,1129.0,225.6,58.0,5.504956793333333,28.722190000000005,6208.0,13.9,27.939,299.523,4.249200000000001,0.83056,1000.0,0.5775000000000001,24.4779,21.511,3.67
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3436.1,0.0,1600.0,379.1,21.0,3.860980433333333,31.93545,4413.0,10.266666666666667,29.103666666666665,371.115,4.1075,0.44175,1500.0,0.6815,24.765,12.405,7.5
241.0,1548.0,1.071030477,7.7,0.8500774529999999,87.0,400.0,4314.64,0.0,2320.0,68.0,17.0,5.25844553,25.19016,2397.0,10.3,29.60366666666667,534.9,3.8268,0.31864,1400.0,0.7816,25.3752,7.292,5.12
498.05,3544.5,1.0384066300000003,118.2,0.8241838880000003,135.3,1724.1,3156.57,0.75,6876.0,400.765,25.0,7.076780345,13.2024,19267.0,41.325,25.1275,364.544,5.425000000000001,0.3172,1500.0,0.5451999999999999,25.16388,36.120000000000005,17.44
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3852.08,0.0,1984.0,378.3,20.0,4.303395175,30.7404,2409.0,11.1,29.91,428.1,4.01,0.33792,1500.0,0.7784,24.8448,11.748,7.92
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,4000.28,0.0,2094.0,378.3,20.0,4.303395175,29.356399999999997,2409.0,11.1,29.91,457.1,3.91,0.32722,1500.0,0.7894,24.9368,10.668,7.22
495.4,3719.5,1.4247328440000002,122.3,1.1308112070000005,87.0,2030.7,2861.87,2.0,1994.0,90.465,28.0,7.9686920175,32.8294,7085.0,39.225,33.48275,323.004,5.147,0.52642,1400.0,0.5336000000000001,24.46858,28.142000000000003,8.08
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3436.1,0.0,1600.0,379.1,21.0,3.860980433333333,31.93545,4413.0,10.266666666666667,29.103666666666665,371.115,4.1075,0.44175,1500.0,0.6815,24.765,12.405,7.5
158.3,1139.0,0.4398938129999998,7.1000000000000005,0.3491439500000002,3.0,537.0,3418.75,2.5,1550.0,53.2,17.0,8.355550195,32.470749999999995,5414.0,8.25,34.2905,389.075,5.0225,0.59325,1400.0,0.47,21.59675,10.025,6.75
495.4,3719.5,1.4247328440000002,122.3,1.1308112070000005,87.0,2030.7,2861.87,2.0,1994.0,90.465,28.0,7.9686920175,32.8294,7085.0,39.225,33.48275,323.004,5.147,0.52642,1400.0,0.5336000000000001,24.46858,28.142000000000003,8.08
99.07,537.0,1.746862316,11.3,1.3864855390000002,68.3,164.76999999999998,3468.5,0.0,2300.0,387.5,51.0,6.076846175,28.002,2774.0,10.85,28.002,350.035,3.81,0.2875,1500.0,0.945,25.775,10.85,7.0
158.3,1139.0,0.4398938129999998,7.1000000000000005,0.3491439500000002,3.0,537.0,3418.75,2.5,1550.0,53.2,17.0,8.355550195,32.470749999999995,5414.0,8.25,34.2905,389.075,5.0225,0.59325,1400.0,0.47,21.59675,10.025,6.75
158.3,1139.0,0.4398938129999998,7.1000000000000005,0.3491439500000002,3.0,537.0,3418.75,2.5,1550.0,53.2,17.0,8.355550195,32.470749999999995,5414.0,8.25,34.2905,389.075,5.0225,0.59325,1400.0,0.47,21.59675,10.025,6.75
82.69999999999999,409.0,1.4657492669999996,1.0,1.163365964,23.0,220.0,4538.85,2.5,2390.0,4.300000000000001,28.0,7.243828805,28.219,4051.0,5.2,30.46,561.555,4.0975,0.5398000000000001,2000.0,0.6265000000000001,20.36445,5.35,3.65
312.6,1831.0,0.7179398639999999,6.1000000000000005,0.5698292469999999,15.0,1022.0,4174.74,0.0,5442.0,37.0,14.0,4.99880729,29.6998,338.0,10.35,30.105,546.304,4.579000000000001,0.34734,1500.0,0.663,25.276200000000003,10.106,7.3
