HeatVaporization_difference,BoilingT_difference,GSestFCClatcnt_difference,ThermalExpansionCoefficient_difference,GSestBCClatcnt_difference,ElectronAffinity_difference,MeltingT_difference,BoilingT_composition_average,NpUnfilled_arithmetic_average,HHIr_composition_average,ThermalConductivity_difference,MendeleevNumber_difference,BCCfermi_arithmetic_average,ThirdIonizationEnergy_composition_average,Density_difference,ThermalExpansionCoefficient_arithmetic_average,ThirdIonizationEnergy_arithmetic_average,HeatVaporization_composition_average,phi_composition_average,SpecificHeatCapacity_composition_average,HHIr_min_value,IonicRadii_composition_average,HeatCapacityMolar_composition_average,ThermalExpansionCoefficient_composition_average,NValance_composition_average
355.5891,3082.9,1.025520363,777.4,0.813956052,81.3,1632.2,1011.66,2.0,1340.0,147.7326,86.0,4.4050522700000005,64.149,2328.571,276.2,70.29233333333333,103.26654,1.5100000000000002,1.4084,500.0,1.0439999999999998,26.5968,477.72,4.6000000000000005
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3756.039,0.0,2529.5,379.1,24.0,4.954968574,56.012313000000006,7072.0,11.1,55.27479999999999,444.1011,4.1583000000000006,0.6898599999999999,1500.0,0.69176,23.268275000000003,9.4802,5.025
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,51.0,1510.75,2679.5,1.0,4820.0,90.465,22.0,6.783552286666667,33.276,10200.0,50.73333333333333,32.760000000000005,310.79999999999995,5.370000000000001,0.429,1500.0,0.566,25.5848,35.48,9.0
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4131.3,1.25,2177.5,378.3,29.0,5.36666407,27.039275,6220.0,14.675,30.85925,495.9725,3.85625,0.359975,1000.0,0.78325,25.183,9.665,5.75
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,51.0,1510.75,2679.5,1.0,4820.0,90.465,22.0,6.783552286666667,33.276,10200.0,50.73333333333333,32.760000000000005,310.79999999999995,5.370000000000001,0.429,1500.0,0.566,25.5848,35.48,9.0
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,51.0,1510.75,2679.5,1.0,4820.0,90.465,22.0,6.783552286666667,33.276,10200.0,50.73333333333333,32.760000000000005,310.79999999999995,5.370000000000001,0.429,1500.0,0.566,25.5848,35.48,9.0
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3756.039,0.0,2529.5,379.1,24.0,4.954968574,56.012313000000006,7072.0,11.1,55.27479999999999,444.1011,4.1583000000000006,0.6898599999999999,1500.0,0.69176,23.268275000000003,9.4802,5.025
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3756.039,0.0,2529.5,379.1,24.0,4.954968574,56.012313000000006,7072.0,11.1,55.27479999999999,444.1011,4.1583000000000006,0.6898599999999999,1500.0,0.69176,23.268275000000003,9.4802,5.025
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4074.03,1.0,2296.4,378.3,29.0,5.27369567,27.327551,6220.0,13.2,29.6954,489.9157,3.92405,0.379642,1000.0,0.7671399999999999,25.1666,10.2074,5.785
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,58.3,1510.75,2737.35,0.75,4878.0,400.765,22.0,6.18234914,33.829,10200.0,42.175,33.7775,295.31800000000004,5.143000000000001,0.4008,1500.0,0.5873999999999999,25.13892,34.106,9.4
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,58.3,1510.75,2683.7,0.75,4820.0,400.765,22.0,6.18234914,33.774,10200.0,42.175,33.7775,287.7,5.145,0.4113,1500.0,0.578,25.095800000000004,36.41,9.3
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3756.039,0.0,2529.5,379.1,24.0,4.954968574,56.012313000000006,7072.0,11.1,55.27479999999999,444.1011,4.1583000000000006,0.6898599999999999,1500.0,0.69176,23.268275000000003,9.4802,5.025
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3751.51,0.0,2540.0,379.1,24.0,4.954968574,56.60663,7072.0,11.1,55.27479999999999,443.753,4.162,0.6975500000000001,1500.0,0.6899,23.227690000000003,9.46,4.98
380.9,2682.5,1.0300140540000005,115.2,0.8175226960000002,58.3,1510.75,2683.7,0.75,4820.0,400.765,22.0,6.18234914,33.774,10200.0,42.175,33.7775,287.7,5.145,0.4113,1500.0,0.578,25.095800000000004,36.41,9.3
507.0391,4007.9,1.025520363,777.4,0.813956052,145.5,1986.6,1292.2363636363636,1.5,2045.4545454545453,147.7326,86.0,5.233812145,58.31727272727272,21088.571,209.35,52.71925,140.28321818181817,1.8863636363636365,1.292181818181818,500.0,1.0063636363636363,26.52981818181818,435.0909090909091,6.363636363636363
498.05,3544.5,1.0300140540000005,118.2,0.8175226960000002,133.60000000000002,1724.1,3024.5550000000003,0.75,5486.0,400.765,22.0,6.8156247875,19.62305,19267.0,41.425,25.545,336.54275,5.26225,0.36287,1500.0,0.5661,25.06899,36.138000000000005,15.169999999999998
339.87,2247.0,1.071030477,17.400000000000002,0.8500774529999999,80.7,1194.53,3964.57,1.0,2072.0,406.3,29.0,5.103883216,27.8701,7790.0,15.52,31.6534,468.4965,3.91,0.37273,1000.0,0.7914999999999999,25.1163,10.876,6.130000000000001
507.0391,4007.9,1.025520363,777.4,0.813956052,145.5,1986.6,1292.2363636363636,1.5,2045.4545454545453,147.7326,86.0,5.233812145,58.31727272727272,21088.571,209.35,52.71925,140.28321818181817,1.8863636363636365,1.292181818181818,500.0,1.0063636363636363,26.52981818181818,435.0909090909091,6.363636363636363
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3622.68,0.0,2315.0,379.1,24.0,4.954968574,52.99720000000001,7072.0,11.1,55.27479999999999,424.49,4.0825000000000005,0.7032200000000001,1500.0,0.6523,23.3675,9.507,4.62
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3622.68,0.0,2315.0,379.1,24.0,4.954968574,52.99720000000001,7072.0,11.1,55.27479999999999,424.49,4.0825000000000005,0.7032200000000001,1500.0,0.6523,23.3675,9.507,4.62
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3622.68,0.0,2315.0,379.1,24.0,4.954968574,52.99720000000001,7072.0,11.1,55.27479999999999,424.49,4.0825000000000005,0.7032200000000001,1500.0,0.6523,23.3675,9.507,4.62
299.7,1890.0,1.6027240650000003,17.400000000000002,1.2720829339999995,68.3,1194.53,3973.592873890303,1.0,2055.010921624817,383.8,61.0,4.939749143999999,28.29654415743171,6220.0,14.0,28.7914,462.8786056391655,3.912485721729023,0.3805983848019078,1000.0,0.7695050199394802,25.003530590569326,11.06500470932446,6.299933869060741
299.7,1890.0,1.6027240650000003,17.400000000000002,1.2720829339999995,68.3,1194.53,3973.592873890303,1.0,2055.010921624817,383.8,61.0,4.939749143999999,28.29654415743171,6220.0,14.0,28.7914,462.8786056391655,3.912485721729023,0.3805983848019078,1000.0,0.7695050199394802,25.003530590569326,11.06500470932446,6.299933869060741
498.05,3544.5,1.0384066300000003,118.2,0.8241838880000003,135.3,1724.1,3156.57,0.75,6876.0,400.765,25.0,7.076780345,13.2024,19267.0,41.325,25.1275,364.544,5.425000000000001,0.3172,1500.0,0.5451999999999999,25.16388,36.120000000000005,17.44
339.87,2247.0,0.9892583919999997,17.400000000000002,0.785174906,80.7,1194.53,3817.52,1.25,1980.0,406.3,29.0,5.1059058925,29.35616,7790.0,16.05,30.77425,434.9344,3.942,0.36284,1000.0,0.8012,24.9352,12.036,7.0
339.87,2247.0,0.9892583919999997,17.400000000000002,0.785174906,80.7,1194.53,3817.52,1.25,1980.0,406.3,29.0,5.1059058925,29.35616,7790.0,16.05,30.77425,434.9344,3.942,0.36284,1000.0,0.8012,24.9352,12.036,7.0
299.7,1890.0,1.6027240650000003,17.400000000000002,1.2720829339999995,68.3,1194.53,3973.592873890303,1.0,2055.010921624817,383.8,61.0,4.939749143999999,28.29654415743171,6220.0,14.0,28.7914,462.8786056391655,3.912485721729023,0.3805983848019078,1000.0,0.7695050199394802,25.003530590569326,11.06500470932446,6.299933869060741
82.5,731.0,1.5946512060000004,25.1,1.265675501,25.0,834.53,3296.05,1.6666666666666667,2580.0,226.4,46.0,5.767656786666667,25.41365,6200.0,11.366666666666667,27.52733333333333,322.9255,3.875,0.41505,1000.0,0.8480000000000001,31.409,6.77,8.35
108.76999999999998,945.0,1.8286344010000004,17.900000000000002,1.451388086,73.3,794.53,3495.9,1.25,2486.0,387.5,60.0,6.25338957,23.83742,6220.0,14.55,29.90525,372.2282,3.6452,0.3343,1000.0,0.9832,26.3316,9.656,4.5
290.0,1482.0,0.9892583919999997,10.8,0.785174906,68.3,770.23,3941.0,0.0,2050.0,378.3,20.0,4.303395175,29.91,2409.0,11.1,29.91,445.5,3.95,0.3315,1500.0,0.7849999999999999,24.9,11.1,7.5
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3756.039,0.0,2529.5,379.1,24.0,4.954968574,56.012313000000006,7072.0,11.1,55.27479999999999,444.1011,4.1583000000000006,0.6898599999999999,1500.0,0.69176,23.268275000000003,9.4802,5.025
184.11,2160.0,1.5044865450000002,26.8,1.194111762,348.3,663.0,2038.25,0.0,1010.0,390.4,41.0,3.9545591,63.36395,7182.0,13.1,45.86933333333333,189.236,3.675,0.7828499999999999,500.0,0.7555,25.97785,20.045,5.05
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3973.6,1.25,2055.0,378.3,29.0,5.36666407,28.2967,6220.0,14.675,30.85925,462.88,3.9125,0.3806,1000.0,0.7694999999999999,25.003500000000003,11.065,6.3
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4121.1,1.25,2165.0,378.3,29.0,5.36666407,26.829699999999995,6220.0,14.675,30.85925,495.73,3.85,0.37285,1000.0,0.7785,25.177,9.83,5.550000000000001
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3795.46,0.0,2710.0,379.1,24.0,4.954968574,61.615657500000005,7072.0,11.1,55.27479999999999,453.10025,4.168875,0.7482624999999999,1500.0,0.6905249999999999,22.885075,9.05925,4.575
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4131.3,1.25,2177.5,378.3,29.0,5.36666407,27.039275,6220.0,14.675,30.85925,495.9725,3.85625,0.359975,1000.0,0.78325,25.183,9.665,5.75
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3973.6,1.25,2055.0,378.3,29.0,5.36666407,28.2967,6220.0,14.675,30.85925,462.88,3.9125,0.3806,1000.0,0.7694999999999999,25.003500000000003,11.065,6.3
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3973.6,1.25,2055.0,378.3,29.0,5.36666407,28.2967,6220.0,14.675,30.85925,462.88,3.9125,0.3806,1000.0,0.7694999999999999,25.003500000000003,11.065,6.3
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4093.026,1.0,2442.0,378.3,29.0,5.27369567,27.30424,6220.0,13.2,29.6954,494.012,3.9295,0.376944,1000.0,0.76416,25.15378,10.1534,5.783999999999999
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
495.26,3494.0,1.5146235360000002,20.7,1.202157498,73.6,2304.0,3479.2537612838505,1.625,2270.511534603811,166.18,29.0,8.3587573225,31.84739618856569,16990.0,7.0,30.218375,402.598335005015,4.949077231695085,0.5336208625877632,500.0,0.4978535606820461,21.83061183550652,8.411434302908726,6.6589769307923765
299.7,1890.0,1.5044865450000002,25.1,1.194111762,73.3,1194.53,3856.39,1.25,1987.0,390.4,46.0,4.9423364925,29.714839999999995,6220.0,10.825,27.2255,433.3331,3.96,0.37034,1000.0,0.7705,24.9723,11.809,7.209999999999999
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,4020.82,1.0,2082.0,379.1,30.0,4.888561445999999,27.50315,6220.0,13.46,30.1856,477.225,3.8825,0.38713,1000.0,0.7645,25.1018,10.361,5.779999999999999
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3969.76,1.0,2048.5,379.1,30.0,4.888561445999999,28.25915,6220.0,13.46,30.1856,466.868,3.93975,0.37876,1000.0,0.76345,25.09825,10.5235,6.25
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3973.6,1.25,2055.0,378.3,29.0,5.36666407,28.2967,6220.0,14.675,30.85925,462.88,3.9125,0.3806,1000.0,0.7694999999999999,25.003500000000003,11.065,6.3
299.7,1890.0,1.5044865450000002,25.1,1.194111762,73.3,1194.53,3856.39,1.25,1987.0,390.4,46.0,4.9423364925,29.714839999999995,6220.0,10.825,27.2255,433.3331,3.96,0.37034,1000.0,0.7705,24.9723,11.809,7.209999999999999
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4093.026,1.0,2442.0,378.3,29.0,5.27369567,27.30424,6220.0,13.2,29.6954,494.012,3.9295,0.376944,1000.0,0.76416,25.15378,10.1534,5.783999999999999
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3953.206,1.0,2032.5,379.1,30.0,4.888561445999999,28.016389999999998,6220.0,13.46,30.1856,469.257,3.977,0.395839,1000.0,0.75691,25.16798,10.6424,6.029
399.3,2225.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1816.53,4093.026,1.0,2442.0,378.3,29.0,5.27369567,27.30424,6220.0,13.2,29.6954,494.012,3.9295,0.376944,1000.0,0.76416,25.15378,10.1534,5.783999999999999
290.0,1509.0,1.071030477,13.9,0.8500774529999999,113.6,770.23,3480.43,0.8,1649.0,379.1,35.0,5.318629698,32.05955,6590.0,9.36,31.1946,380.296,4.188,0.4266399999999999,1000.0,0.6946,24.8317,12.318,7.77
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3898.8,1.25,2000.0,378.3,29.0,5.36666407,28.9057,6220.0,14.675,30.85925,452.23,4.0,0.3889,1000.0,0.762,25.039,11.45,6.6
393.1,2274.0,1.3668957949999996,10.8,1.084905912,0.0,1392.23,3972.78,0.0,3062.0,378.3,23.0,5.340102797999999,50.11574,7072.0,10.840000000000002,54.7846,479.478,4.136000000000001,0.59032,1500.0,0.7203999999999999,23.650540000000003,9.272,5.42
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4074.439,1.25,2127.0,378.3,29.0,5.36666407,26.875987,6220.0,14.675,30.85925,494.0128,3.925625,0.3907355,1000.0,0.76878,25.270395,10.00765,5.4825
108.76999999999998,945.0,1.8370269770000005,17.900000000000002,1.4580492780000005,73.3,834.53,3391.95,1.0,2315.0,387.5,60.0,6.230794604,24.69095,6220.0,14.239999999999998,30.6242,363.9035,3.791,0.4141999999999999,1000.0,0.911,26.03,11.45,4.4
108.76999999999998,945.0,1.8370269770000005,17.900000000000002,1.4580492780000005,73.3,834.53,3392.65,1.0,2315.0,387.5,60.0,6.230794604,24.773950000000003,6220.0,14.239999999999998,30.6242,360.0535,3.7535,0.4112499999999999,1000.0,0.913,25.9485,11.605,4.449999999999999
108.76999999999998,945.0,1.8370269770000005,17.900000000000002,1.4580492780000005,73.3,834.53,3400.677083333333,1.0,2298.958333333333,387.5,60.0,6.230794604,24.41036458333333,6220.0,14.239999999999998,30.6242,359.5015625,3.6973958333333337,0.41084375,1000.0,0.9239583333333332,25.9959375,11.546875,4.260416666666666
498.05,3544.5,1.0300140540000005,118.2,0.8175226960000002,133.60000000000002,1724.1,3110.41,0.75,6675.6,400.765,22.0,6.8156247875,14.12223,19267.0,41.425,25.545,359.19555,5.4281500000000005,0.329564,1500.0,0.5428999999999999,25.199602,37.1176,17.028
399.3,2225.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1816.53,4063.649,1.25,2209.8,378.3,29.0,5.31817146,27.574198,6220.0,13.15,28.32675,477.3052,3.825,0.373309,1000.0,0.7741199999999999,24.963,10.644,5.9270000000000005
278.0,2438.0,1.6027240650000003,32.2,1.2720829339999995,355.7,1106.3200000000002,1902.7,0.0,1000.0,418.4,57.0,4.022770332857142,63.2783,8752.0,16.15714285714286,38.26428571428571,187.337,3.7087500000000007,0.783125,500.0,0.7725,25.6681,21.2825,4.675
299.7,1890.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1194.53,3900.2,1.6666666666666667,2000.0,378.3,29.0,5.45695459,29.071699999999996,6220.0,15.1,29.42233333333333,444.53,3.925,0.383,1000.0,0.766,24.876,11.76,6.7
399.3,2225.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1816.53,4063.649,1.25,2209.8,378.3,29.0,5.31817146,27.574198,6220.0,13.15,28.32675,477.3052,3.825,0.373309,1000.0,0.7741199999999999,24.963,10.644,5.9270000000000005
498.05,3544.5,1.0300140540000005,118.2,0.8175226960000002,133.60000000000002,1724.1,3110.41,0.75,6675.6,400.765,22.0,6.8156247875,14.12223,19267.0,41.425,25.545,359.19555,5.4281500000000005,0.329564,1500.0,0.5428999999999999,25.199602,37.1176,17.028
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3899.93,1.25,1996.2,378.3,29.0,5.36666407,28.632611,6220.0,14.675,30.85925,453.2669,3.97975,0.399406,1000.0,0.7587999999999999,25.02362,11.557200000000002,6.377000000000001
293.5,1939.0,1.3668957949999996,10.8,1.084905912,0.0,770.23,3796.021,0.0,2710.5,379.1,24.0,4.954968574,61.613407,7072.0,11.1,55.27479999999999,453.1829,4.168699999999999,0.7481399999999999,1500.0,0.6906399999999999,22.885225,9.0578,4.574999999999999
290.0,1482.0,0.9892583919999997,10.8,0.785174906,98.3,770.23,3548.3,0.0,1700.0,379.1,21.0,3.860980433333333,31.48535,4413.0,10.266666666666667,29.103666666666665,387.645,4.0725,0.41725,1500.0,0.7045,24.795,12.115,7.5
157.76,1189.0,1.5862586300000006,25.1,1.259014309,0.0,794.53,3266.99,1.25,2289.0,229.18,46.0,5.958322702499999,25.786060000000003,6208.0,14.05,29.47975,319.2427,3.8775,0.42188,1000.0,0.8573999999999999,31.7315,7.119,8.51
278.0,2438.0,1.52095198,18.9,1.2071803869999995,348.3,1106.3200000000002,1946.75,0.0,980.0,383.8,57.0,3.903089455,63.49705,7182.0,20.7,44.30375,188.135,3.6575,0.7893999999999999,500.0,0.753,24.97535,22.06,4.4
290.0,1496.0,1.071030477,10.8,0.8500774529999999,98.3,770.23,3590.0,0.0,1760.0,379.1,21.0,4.1696834525,32.00458,4413.0,11.05,30.62025,391.366,4.158,0.3898399999999999,1500.0,0.7302,24.8518,12.516,8.14
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4095.3,1.25,2145.0,378.3,29.0,5.36666407,26.893959,6220.0,14.675,30.85925,495.2391,3.9015,0.381069,1000.0,0.77348,25.24465,9.8801,5.548
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4065.793,1.25,2123.0,378.3,29.0,5.36666407,27.186529,6220.0,14.675,30.85925,488.7076,3.914375,0.3826485,1000.0,0.7716599999999999,25.210765,10.12555,5.6975
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4065.793,1.25,2123.0,378.3,29.0,5.36666407,27.186529,6220.0,14.675,30.85925,488.7076,3.914375,0.3826485,1000.0,0.7716599999999999,25.210765,10.12555,5.6975
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4095.3,1.25,2145.0,378.3,29.0,5.36666407,26.893959,6220.0,14.675,30.85925,495.2391,3.9015,0.381069,1000.0,0.77348,25.24465,9.8801,5.548
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4074.439,1.25,2127.0,378.3,29.0,5.36666407,26.875987,6220.0,14.675,30.85925,494.0128,3.925625,0.3907355,1000.0,0.76878,25.270395,10.00765,5.4825
299.7,1890.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1194.53,3895.04,1.6666666666666667,2008.0,378.3,29.0,5.45695459,29.85148,6220.0,15.1,29.42233333333333,439.312,3.96,0.35424,1000.0,0.7752,24.872,11.58,7.32
142.67000000000002,801.0,0.802417701,16.299999999999997,0.6368793520000002,162.74,593.1199999999999,3034.6,0.8,2580.0,357.2,16.0,5.9075319,27.6164,16970.0,12.799999999999995,27.6164,325.572,4.82,0.3384,1000.0,0.726,24.2356,12.799999999999995,12.2
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4048.8,1.0,2435.0,378.3,29.0,5.330729092,27.326699999999995,9323.0,14.1,31.273399999999995,485.87,3.95,0.37115,1000.0,0.7685,25.208,10.135,5.85
300.13,1807.0,1.6502100970000004,19.4,1.309772622,113.6,1622.92,3535.4500000000003,1.6,1729.0,126.1,37.0,6.252991214,31.331760000000003,6578.0,10.46,29.929,424.7481,4.5845,0.42208,1000.0,0.6991999999999999,25.6724,11.134,7.84
299.7,1890.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1194.53,3895.04,1.6666666666666667,2008.0,378.3,29.0,5.45695459,29.85148,6220.0,15.1,29.42233333333333,439.312,3.96,0.35424,1000.0,0.7752,24.872,11.58,7.32
39.36999999999999,577.0,1.5037990549999996,7.899999999999999,1.1935661000000004,0.0,422.3200000000001,1333.936,0.0,963.2,84.0,62.0,3.632317416666667,66.747652,5590.0,25.766666666666666,56.92433333333334,125.6818,3.5832,0.815604,500.0,0.74256,25.082648,26.2052,4.880000000000001
299.7,1890.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1194.53,3849.08,1.6666666666666667,1966.0,378.3,29.0,5.45695459,29.79296,6220.0,15.1,29.42233333333333,433.124,3.97,0.37698,1000.0,0.7654000000000001,24.844,12.06,7.14
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,4094.2105263157896,1.0,2484.2105263157896,378.3,29.0,5.330729092,26.913894736842103,9323.0,14.1,31.273399999999995,491.5736842105263,3.8842105263157896,0.3673157894736842,1000.0,0.7726315789473683,25.16263157894737,9.963157894736842,5.631578947368421
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,73.3,1194.53,3909.344,1.25,1999.4,378.3,29.0,5.36666407,28.273971,6220.0,14.675,30.85925,457.7079,3.974,0.409307,1000.0,0.75572,25.05431,11.5131,6.118
299.7,1890.0,0.9892583919999997,17.400000000000002,0.785174906,73.3,1194.53,3895.04,1.6666666666666667,2008.0,378.3,29.0,5.45695459,29.85148,6220.0,15.1,29.42233333333333,439.312,3.96,0.35424,1000.0,0.7752,24.872,11.58,7.32
262.2,2343.0,1.5862586300000006,32.2,1.259014309,111.0,1035.3200000000002,3260.31,1.25,2298.0,226.4,46.0,5.0433553525,26.05665,6208.0,16.175,30.993500000000004,320.4655,3.898,0.41056,1000.0,0.8620000000000001,31.7478,7.0120000000000005,8.78
299.7,1890.0,1.071030477,17.400000000000002,0.8500774529999999,98.3,1194.53,3924.96,1.0,2015.0,379.1,30.0,4.888561445999999,28.60641,6220.0,13.46,30.1856,458.659,3.9725,0.3855,1000.0,0.7598,25.0748,10.923,6.41
87.13,731.0,1.6502100970000004,25.1,1.309772622,76.0,1222.92,3294.21,2.25,2292.0,226.4,53.0,6.3272238525,25.87225,6208.0,14.125,28.6885,323.96689999999995,3.899,0.40736,1000.0,0.8614,31.7798,6.848000000000001,8.819999999999999
340.6,1883.0,1.278908576,10.8,1.0150704100000003,109.6,1063.0,3439.456,1.8,1804.8,121.0,31.0,7.32462593,33.864632,6578.0,7.959999999999999,32.4566,403.992,5.048559999999999,0.56856,1000.0,0.52412,22.44242,10.0748,7.396000000000001
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2054.6666666666665,0.0,964.6464646464648,383.8,56.0,3.8990948466666655,63.182848484848485,7182.0,17.533333333333335,45.831,198.1,3.6772727272727272,0.7869191919191919,500.0,0.7528282828282828,24.928444444444445,21.34040404040404,4.373737373737374
249.9,2010.0,1.7270320679999998,17.9,1.3707462600000002,0.0,805.0,2029.1,0.0,1090.0,139.5,49.0,4.20955425,62.43835,7170.0,15.033333333333337,45.79633333333334,200.992,3.761,0.7802999999999999,500.0,0.7995,25.49635,19.835,4.2
265.70000000000005,2255.0,1.52095198,13.5,1.2071803869999995,348.3,876.0,2047.75,0.0,960.0,383.8,56.0,3.8990948466666655,63.35245,7182.0,17.533333333333335,45.831,197.395,3.675,0.78925,500.0,0.7525,24.92785,21.375,4.35
249.9,2010.0,1.7270320679999998,17.9,1.3707462600000002,0.0,805.0,2029.1,0.0,1090.0,139.5,49.0,4.20955425,62.43835,7170.0,15.033333333333337,45.79633333333334,200.992,3.761,0.7802999999999999,500.0,0.7995,25.49635,19.835,4.2
